,Dataset_1_total_rows,total_column_in_dataset1,Missing_values_Datset1,Duplicate_values_Dataset1,Dataset_2_total_rows,total_column_in_dataset2,Missing_values_Datset2,Duplicate_values_Dataset2
0,114,6,560,92,9,2,2,0
