,Dataset_1_total_rows,total_column_in_dataset1,Missing_values_Datset1,Duplicate_values_Dataset1,Dataset_2_total_rows,total_column_in_dataset2,Missing_values_Datset2,Duplicate_values_Dataset2
0,19,6,0,0,8,2,0,0
